January - December 2023 Contiguous U.S. County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
GA-241,Rabun County,Georgia,69.1,1.4,110,67.7
GA-243,Randolph County,Georgia,77.7,1,104,76.7
GA-245,Richmond County,Georgia,76.3,1.4,105,74.9
GA-247,Rockdale County,Georgia,75.3,2.9,126,72.3
GA-249,Schley County,Georgia,77.6,1.7,119,75.9
GA-251,Screven County,Georgia,77.9,1.9,116,76
GA-253,Seminole County,Georgia,80.2,1.8,122,78.4
GA-255,Spalding County,Georgia,75.7,2.3,122,73.4
GA-257,Stephens County,Georgia,72.8,1.6,113,71.3
GA-259,Stewart County,Georgia,77.6,1.2,108,76.4
GA-261,Sumter County,Georgia,78.2,1.8,119,76.4
GA-263,Talbot County,Georgia,76.6,1.8,119,74.8
GA-265,Taliaferro County,Georgia,75.8,2.1,121,73.7
GA-267,Tattnall County,Georgia,79.5,1.7,119,77.8
GA-269,Taylor County,Georgia,77.3,1.9,121,75.4
GA-271,Telfair County,Georgia,78.9,2.1,121,76.8
GA-273,Terrell County,Georgia,78.2,1.3,113,76.8
GA-275,Thomas County,Georgia,79.6,1.5,119,78.1
GA-277,Tift County,Georgia,79,2.2,126,76.7
GA-279,Toombs County,Georgia,79.2,1.8,120,77.4
GA-281,Towns County,Georgia,69.1,2.4,127,66.7
GA-283,Treutlen County,Georgia,78.4,1.7,118,76.7
GA-285,Troup County,Georgia,75.5,1.5,114,74
GA-287,Turner County,Georgia,78.9,2.6,126,76.2
GA-289,Twiggs County,Georgia,78.1,2.3,123,75.8
GA-291,Union County,Georgia,69.2,2.3,127,66.8
GA-293,Upson County,Georgia,76.5,2,120,74.6
GA-295,Walker County,Georgia,72.5,2,118,70.5
GA-297,Walton County,Georgia,74.5,2.4,122,72.1
GA-299,Ware County,Georgia,81.2,2.4,127,78.7
GA-301,Warren County,Georgia,76,1.9,119,74.1
GA-303,Washington County,Georgia,77.3,1.8,117,75.6
GA-305,Wayne County,Georgia,79.8,1.8,115,78.1
GA-307,Webster County,Georgia,77.6,1.2,109,76.4
GA-309,Wheeler County,Georgia,78.9,1.9,123,77
GA-311,White County,Georgia,71,2.1,124,68.8
GA-313,Whitfield County,Georgia,73,1.9,117,71.1
GA-315,Wilcox County,Georgia,78.9,2.8,125,76.1
GA-317,Wilkes County,Georgia,75.4,2.2,122,73.2
GA-319,Wilkinson County,Georgia,78,2,122,75.9
GA-321,Worth County,Georgia,78.8,2.1,126,76.7
ID-001,Ada County,Idaho,64.2,0.8,90,63.4
ID-003,Adams County,Idaho,54.7,0.4,75,54.2
ID-005,Bannock County,Idaho,55.5,0.1,52,55.4
ID-007,Bear Lake County,Idaho,52.1,0.7,77,51.4
ID-009,Benewah County,Idaho,57.8,2.3,120,55.6
ID-011,Bingham County,Idaho,55.5,0,54,55.5
ID-013,Blaine County,Idaho,53.5,0.4,65,53.1
ID-015,Boise County,Idaho,55.3,1,94,54.3
ID-017,Bonner County,Idaho,55.1,2.7,126,52.3
ID-019,Bonneville County,Idaho,53.3,1.1,96,52.1
ID-021,Boundary County,Idaho,52.1,3,125,49.1
ID-023,Butte County,Idaho,52.8,-0.2,46,53
ID-025,Camas County,Idaho,53,1.5,94,51.4
ID-027,Canyon County,Idaho,65.2,0.7,82,64.5
ID-029,Caribou County,Idaho,53,0.7,74,52.3
ID-031,Cassia County,Idaho,57.3,0.5,75,56.8
ID-033,Clark County,Idaho,51,0.5,78,50.5
ID-035,Clearwater County,Idaho,55.9,2.3,121,53.6
ID-037,Custer County,Idaho,50.4,0.9,86,49.5
ID-039,Elmore County,Idaho,59.3,1.4,101,57.9
ID-041,Franklin County,Idaho,55.1,0.6,72,54.5
ID-043,Fremont County,Idaho,51.5,1,88,50.6
ID-045,Gem County,Idaho,60.6,0,59,60.5
ID-047,Gooding County,Idaho,60.8,1.2,94,59.6
ID-049,Idaho County,Idaho,54.7,2.1,116,52.6
ID-051,Jefferson County,Idaho,56.1,0.7,83,55.4
ID-053,Jerome County,Idaho,61.1,1.3,89,59.8
ID-055,Kootenai County,Idaho,57.4,2.9,126,54.5
ID-057,Latah County,Idaho,59,2.1,119,56.8
ID-059,Lemhi County,Idaho,50.9,1.2,93,49.7
ID-061,Lewis County,Idaho,58.3,2.2,123,56.1
ID-063,Lincoln County,Idaho,59,1.5,93,57.5
ID-065,Madison County,Idaho,54.4,1.3,94,53.1
ID-067,Minidoka County,Idaho,58.8,0.5,75,58.3
ID-069,Nez Perce County,Idaho,61.9,2.3,123,59.5
ID-071,Oneida County,Idaho,56.4,-0.3,52,56.6
ID-073,Owyhee County,Idaho,59.7,0,56,59.6
ID-075,Payette County,Idaho,63.7,0.9,90,62.8
ID-077,Power County,Idaho,56.4,-0.3,42,56.8
ID-079,Shoshone County,Idaho,53.6,2.1,121,51.5
ID-081,Teton County,Idaho,51.4,1.3,95,50.1
ID-083,Twin Falls County,Idaho,59.5,0.6,77,59
ID-085,Valley County,Idaho,52.4,1.2,98,51.2
ID-087,Washington County,Idaho,58.7,0.3,70,58.4
IL-001,Adams County,Illinois,65.7,2.9,124,62.8
IL-003,Alexander County,Illinois,70.5,2.9,126,67.5
IL-005,Bond County,Illinois,68,3.7,128,64.2
IL-007,Boone County,Illinois,60.5,3.4,125,57.1
IL-009,Brown County,Illinois,65.5,2.8,122,62.7
IL-011,Bureau County,Illinois,62.8,3.5,127,59.4
IL-013,Calhoun County,Illinois,67.5,3,125,64.5
IL-015,Carroll County,Illinois,60.8,3.1,124,57.7
IL-017,Cass County,Illinois,66,3.2,127,62.8
IL-019,Champaign County,Illinois,64.8,3.2,127,61.6
IL-021,Christian County,Illinois,66.6,3.8,128,62.8
IL-023,Clark County,Illinois,67.1,4,128,63.1
IL-025,Clay County,Illinois,67.7,3.1,126,64.5
IL-027,Clinton County,Illinois,69,3.8,128,65.2
IL-029,Coles County,Illinois,66.2,3.7,128,62.5
IL-031,Cook County,Illinois,61.9,3.7,126,58.1
IL-033,Crawford County,Illinois,67.2,3.2,126,64
IL-035,Cumberland County,Illinois,66.6,3.4,128,63.1
IL-037,DeKalb County,Illinois,60.8,3,124,57.8
IL-039,De Witt County,Illinois,65,3.9,128,61.1
IL-041,Douglas County,Illinois,65.7,3.5,128,62.2
IL-043,DuPage County,Illinois,61.7,3.7,126,58
IL-045,Edgar County,Illinois,66,3.5,128,62.5
IL-047,Edwards County,Illinois,68.4,2.8,124,65.5
IL-049,Effingham County,Illinois,66.7,3.3,126,63.4
IL-051,Fayette County,Illinois,67.4,3.6,127,63.8
IL-053,Ford County,Illinois,63.9,3,125,61
IL-055,Franklin County,Illinois,69.3,3,126,66.3
IL-057,Fulton County,Illinois,65.1,3.3,127,61.8
IL-059,Gallatin County,Illinois,68.9,2.1,120,66.8
IL-061,Greene County,Illinois,67,2.8,123,64.2
IL-063,Grundy County,Illinois,63.1,3.3,125,59.8
IL-065,Hamilton County,Illinois,69.2,3.2,126,66
IL-067,Hancock County,Illinois,64.4,2.5,120,61.9
IL-069,Hardin County,Illinois,69.1,2,116,67
IL-071,Henderson County,Illinois,63.8,3,126,60.8
IL-073,Henry County,Illinois,62.7,3.3,126,59.4
IL-075,Iroquois County,Illinois,63.6,2.7,123,60.9
IL-077,Jackson County,Illinois,69.2,2.5,122,66.7
IL-079,Jasper County,Illinois,66.6,2.7,125,63.9
IL-081,Jefferson County,Illinois,69.4,3.7,127,65.7
IL-083,Jersey County,Illinois,67.7,3.1,125,64.5
IL-085,Jo Daviess County,Illinois,60.1,3.2,123,57
IL-087,Johnson County,Illinois,69,2.3,118,66.8
IL-089,Kane County,Illinois,61,3.4,126,57.6
IL-091,Kankakee County,Illinois,63,2.8,124,60.2
IL-093,Kendall County,Illinois,62.1,3.3,126,58.8
IL-095,Knox County,Illinois,63.3,3,126,60.2
IL-097,Lake County,Illinois,60.6,3.7,127,56.8
IL-099,LaSalle County,Illinois,62.6,3.2,125,59.4
IL-101,Lawrence County,Illinois,67.7,2.8,125,64.8
IL-103,Lee County,Illinois,61.7,3.3,127,58.3
IL-105,Livingston County,Illinois,64.1,3.6,128,60.4
IL-107,Logan County,Illinois,65.5,3.7,128,61.7
IL-109,McDonough County,Illinois,64,2.5,122,61.5
IL-111,McHenry County,Illinois,60.7,3.8,127,56.8
IL-113,McLean County,Illinois,64.7,4,128,60.7
IL-115,Macon County,Illinois,65.5,3.6,128,61.8
IL-117,Macoupin County,Illinois,67,3.4,127,63.6
IL-119,Madison County,Illinois,68.4,3.6,127,64.8
IL-121,Marion County,Illinois,68.3,3.6,127,64.7
IL-123,Marshall County,Illinois,63.9,3.7,128,60.2
IL-125,Mason County,Illinois,65.9,3.4,127,62.5
IL-127,Massac County,Illinois,70.3,2.8,124,67.5
IL-129,Menard County,Illinois,65.5,2.9,125,62.6
IL-131,Mercer County,Illinois,63.6,3.7,128,59.8
IL-133,Monroe County,Illinois,69.7,3.6,126,66.2
IL-135,Montgomery County,Illinois,67.1,3.8,128,63.3
IL-137,Morgan County,Illinois,66.2,3.4,128,62.8
IL-139,Moultrie County,Illinois,65.6,3.3,127,62.3
IL-141,Ogle County,Illinois,61,3.2,124,57.7
IL-143,Peoria County,Illinois,65.1,4.2,128,60.8
IL-145,Perry County,Illinois,69.2,3,125,66.2
IL-147,Piatt County,Illinois,65.2,3.6,128,61.6
IL-149,Pike County,Illinois,66.3,2.9,123,63.5
IL-151,Pope County,Illinois,69,2.1,114,66.9
IL-153,Pulaski County,Illinois,70.4,2.9,125,67.5
IL-155,Putnam County,Illinois,63.5,3.4,125,60.2
IL-157,Randolph County,Illinois,68.8,2.3,119,66.4
IL-159,Richland County,Illinois,67.4,2.7,124,64.8
IL-161,Rock Island County,Illinois,63.1,3.8,127,59.3
IL-163,St. Clair County,Illinois,69.3,3.7,127,65.6
IL-165,Saline County,Illinois,68.6,2.1,117,66.6
IL-167,Sangamon County,Illinois,66,3.1,126,62.8
IL-169,Schuyler County,Illinois,65.2,2.7,122,62.5
IL-171,Scott County,Illinois,66.5,3,124,63.5
IL-173,Shelby County,Illinois,66.2,3.3,126,62.8
IL-175,Stark County,Illinois,63.4,3.4,126,60
IL-177,Stephenson County,Illinois,60.3,3.2,124,57.1
IL-179,Tazewell County,Illinois,65.4,4.2,128,61.2
IL-181,Union County,Illinois,69.4,2.6,124,66.8
IL-183,Vermilion County,Illinois,64.5,2.7,123,61.8
IL-185,Wabash County,Illinois,68.3,2.8,125,65.5
IL-187,Warren County,Illinois,63.3,3.1,127,60.1
IL-189,Washington County,Illinois,69.1,3.5,127,65.6
IL-191,Wayne County,Illinois,69,3.5,128,65.5
IL-193,White County,Illinois,69,2.8,123,66.3
IL-195,Whiteside County,Illinois,62.3,3.6,127,58.7
IL-197,Will County,Illinois,62.3,2.9,125,59.3
IL-199,Williamson County,Illinois,68.7,2.2,119,66.5
IL-201,Winnebago County,Illinois,60.8,3.4,124,57.4
IL-203,Woodford County,Illinois,64.4,4.1,128,60.4
IN-001,Adams County,Indiana,63.2,3.6,127,59.6
IN-003,Allen County,Indiana,62.6,3.2,125,59.5
IN-005,Bartholomew County,Indiana,67,3.6,128,63.4
IN-007,Benton County,Indiana,63.5,2.8,121,60.8
IN-009,Blackford County,Indiana,64,3.6,127,60.4
IN-011,Boone County,Indiana,63.7,2.9,127,60.8
IN-013,Brown County,Indiana,66.2,3.3,127,62.9
IN-015,Carroll County,Indiana,63.5,2.5,120,61
IN-017,Cass County,Indiana,63,2.5,122,60.5
IN-019,Clark County,Indiana,68.4,2.9,127,65.4
IN-021,Clay County,Indiana,67,3.9,128,63.1
IN-023,Clinton County,Indiana,63.5,2.7,122,60.8
IN-025,Crawford County,Indiana,68.7,2.8,124,65.8
IN-027,Daviess County,Indiana,68.6,3.8,128,64.8
IN-029,Dearborn County,Indiana,66.5,3.3,128,63.1
IN-031,Decatur County,Indiana,65.8,3,127,62.8
IN-033,DeKalb County,Indiana,61.3,2.7,121,58.6
IN-035,Delaware County,Indiana,64.7,4,128,60.7
IN-037,Dubois County,Indiana,69,3.3,126,65.6
IN-039,Elkhart County,Indiana,61.8,3.5,125,58.4
IN-041,Fayette County,Indiana,64.5,3,126,61.5
IN-043,Floyd County,Indiana,68.6,3.2,127,65.5
IN-045,Fountain County,Indiana,64.5,2.6,123,61.8
IN-047,Franklin County,Indiana,65.6,3.3,127,62.3
IN-049,Fulton County,Indiana,62.6,2.9,124,59.6
IN-051,Gibson County,Indiana,68.7,3,126,65.7
IN-053,Grant County,Indiana,64,3.3,126,60.7
IN-055,Greene County,Indiana,67.3,3.7,128,63.6
IN-057,Hamilton County,Indiana,64.2,2.9,127,61.3
IN-059,Hancock County,Indiana,64.8,3.1,127,61.7
IN-061,Harrison County,Indiana,68.9,3,127,65.9
IN-063,Hendricks County,Indiana,64.4,2.9,124,61.5
IN-065,Henry County,Indiana,64.2,3.5,127,60.7
IN-067,Howard County,Indiana,63.3,2.6,122,60.7
IN-069,Huntington County,Indiana,62.9,2.7,123,60.3
IN-071,Jackson County,Indiana,67.5,3.4,128,64.1
IN-073,Jasper County,Indiana,63,2.7,124,60.2
IN-075,Jay County,Indiana,63.6,3.5,127,60.1
IN-077,Jefferson County,Indiana,67.4,3,128,64.4
IN-079,Jennings County,Indiana,67.2,3.2,128,64
IN-081,Johnson County,Indiana,65.7,3.4,127,62.2
IN-083,Knox County,Indiana,68.3,3.5,127,64.8
IN-085,Kosciusko County,Indiana,62.3,3.1,123,59.1
IN-087,LaGrange County,Indiana,61.4,3.3,124,58.2
IN-089,Lake County,Indiana,62.1,2.8,123,59.3
IN-091,LaPorte County,Indiana,61.3,2.5,123,58.8
IN-093,Lawrence County,Indiana,66.9,2.8,126,64.1
IN-095,Madison County,Indiana,64.7,3.5,127,61.3
IN-097,Marion County,Indiana,64.9,3.1,127,61.8
IN-099,Marshall County,Indiana,62.2,3.3,124,58.9
IN-101,Martin County,Indiana,68.3,3.6,128,64.7
IN-103,Miami County,Indiana,62.9,2.6,122,60.3
IN-105,Monroe County,Indiana,65.8,2.8,124,63
IN-107,Montgomery County,Indiana,64.4,3,125,61.3
IN-109,Morgan County,Indiana,65.7,3.1,126,62.6
IN-111,Newton County,Indiana,63.3,2.9,125,60.4
IN-113,Noble County,Indiana,61.6,3,123,58.5
IN-115,Ohio County,Indiana,66.9,3.1,128,63.8
IN-117,Orange County,Indiana,68.5,3.5,128,65
IN-119,Owen County,Indiana,66.5,3.4,127,63
IN-121,Parke County,Indiana,65.3,2.8,126,62.5
IN-123,Perry County,Indiana,68.1,1.5,107,66.6
IN-125,Pike County,Indiana,68.8,3.4,127,65.4
IN-127,Porter County,Indiana,61.3,2.3,121,59
IN-129,Posey County,Indiana,68.8,2.2,121,66.5
IN-131,Pulaski County,Indiana,62.8,2.7,123,60.1
IN-133,Putnam County,Indiana,65,2.8,124,62.2
IN-135,Randolph County,Indiana,63.4,3.3,127,60.1
IN-137,Ripley County,Indiana,66,3,127,63
IN-139,Rush County,Indiana,64.9,3.2,127,61.7
IN-141,St. Joseph County,Indiana,61.9,3.4,125,58.5
IN-143,Scott County,Indiana,68.1,3.4,128,64.7
IN-145,Shelby County,Indiana,65.9,3.4,127,62.5
IN-147,Spencer County,Indiana,68.6,1.9,117,66.7
IN-149,Starke County,Indiana,62.1,2.7,123,59.4
IN-151,Steuben County,Indiana,60.7,3,122,57.8
IN-153,Sullivan County,Indiana,68,4.4,128,63.6
IN-155,Switzerland County,Indiana,67.1,2.9,128,64.1
IN-157,Tippecanoe County,Indiana,64.1,2.8,122,61.3
IN-159,Tipton County,Indiana,63.8,3,126,60.8
IN-161,Union County,Indiana,64.4,2.9,125,61.5
IN-163,Vanderburgh County,Indiana,68.9,2.4,123,66.4
IN-165,Vermillion County,Indiana,65.4,2.9,126,62.6
IN-167,Vigo County,Indiana,67.3,4.2,128,63.2
IN-169,Wabash County,Indiana,62.9,2.6,121,60.3
IN-171,Warren County,Indiana,64.1,2.6,121,61.5
IN-173,Warrick County,Indiana,69,2.7,126,66.3
IN-175,Washington County,Indiana,67.7,3.4,128,64.4
IN-177,Wayne County,Indiana,63.4,2.7,125,60.7
IN-179,Wells County,Indiana,63.2,3.2,126,60
IN-181,White County,Indiana,63.4,2.7,122,60.7
IN-183,Whitley County,Indiana,62.2,2.8,123,59.4
IA-001,Adair County,Iowa,62.5,2.7,121,59.8
IA-003,Adams County,Iowa,63,2.6,117,60.4
IA-005,Allamakee County,Iowa,58.3,2.7,122,55.5
IA-007,Appanoose County,Iowa,64.4,3.5,125,61
IA-009,Audubon County,Iowa,61.7,2.9,120,58.8
IA-011,Benton County,Iowa,61.9,3.9,126,58
IA-013,Black Hawk County,Iowa,61.8,4.7,127,57.1
IA-015,Boone County,Iowa,61.7,3,122,58.7
IA-017,Bremer County,Iowa,60.3,3.9,126,56.4
IA-019,Buchanan County,Iowa,60.6,3.9,127,56.6
IA-021,Buena Vista County,Iowa,59.2,2.2,120,56.9
IA-023,Butler County,Iowa,60.3,3.7,125,56.6
IA-025,Calhoun County,Iowa,60.6,2.6,122,58
IA-027,Carroll County,Iowa,61.7,3.3,123,58.4
IA-029,Cass County,Iowa,62.8,2.7,120,60.1
IA-031,Cedar County,Iowa,61.8,3.3,125,58.5
IA-033,Cerro Gordo County,Iowa,58.9,3.4,123,55.5
IA-035,Cherokee County,Iowa,59.4,2.3,114,57.1
IA-037,Chickasaw County,Iowa,58.9,3.2,123,55.7
IA-039,Clarke County,Iowa,63.5,3,122,60.4
IA-041,Clay County,Iowa,59.1,2.7,123,56.4
IA-043,Clayton County,Iowa,59.3,3,124,56.3
IA-045,Clinton County,Iowa,62.1,3.8,126,58.3
IA-047,Crawford County,Iowa,62.2,3.7,123,58.5
IA-049,Dallas County,Iowa,62.6,2.5,119,60.1
IA-051,Davis County,Iowa,64,3,123,61
IA-053,Decatur County,Iowa,64.1,3.4,125,60.7
IA-055,Delaware County,Iowa,59.7,3.3,125,56.4
IA-057,Des Moines County,Iowa,63.5,2.8,124,60.6
IA-059,Dickinson County,Iowa,58.1,2.5,122,55.6
IA-061,Dubuque County,Iowa,59.5,3.1,125,56.4
IA-063,Emmet County,Iowa,58.1,2.7,120,55.4
IA-065,Fayette County,Iowa,59,3.1,123,55.9
IA-067,Floyd County,Iowa,59.3,3.4,124,55.8
IA-069,Franklin County,Iowa,59.7,3.6,124,56.1
IA-071,Fremont County,Iowa,64.6,2.4,118,62.2
IA-073,Greene County,Iowa,61.3,2.4,117,58.9
IA-075,Grundy County,Iowa,60.9,3.8,127,57.1
IA-077,Guthrie County,Iowa,62.1,2.7,120,59.4
IA-079,Hamilton County,Iowa,60.2,2.6,120,57.6
IA-081,Hancock County,Iowa,58.7,2.7,122,55.9
IA-083,Hardin County,Iowa,60.7,3.6,126,57
IA-085,Harrison County,Iowa,63,3,120,59.9
IA-087,Henry County,Iowa,63.3,2.6,119,60.7
IA-089,Howard County,Iowa,58,3.4,124,54.6
IA-091,Humboldt County,Iowa,59.8,2.6,121,57.2
IA-093,Ida County,Iowa,60.6,2.8,122,57.8
IA-095,Iowa County,Iowa,62.8,3.7,126,59.1
IA-097,Jackson County,Iowa,61,3.5,126,57.5
IA-099,Jasper County,Iowa,62.7,3.3,124,59.4
IA-101,Jefferson County,Iowa,62.8,2.3,118,60.5
IA-103,Johnson County,Iowa,62.4,3.1,125,59.2
IA-105,Jones County,Iowa,61,3.6,126,57.4
IA-107,Keokuk County,Iowa,63.2,3.6,126,59.6
IA-109,Kossuth County,Iowa,58.9,2.9,123,56
IA-111,Lee County,Iowa,63.8,2.3,119,61.5
IA-113,Linn County,Iowa,61.7,3.8,127,57.9
IA-115,Louisa County,Iowa,63.6,3.3,127,60.3
IA-117,Lucas County,Iowa,63.6,3.1,123,60.5
IA-119,Lyon County,Iowa,58.2,1.5,100,56.7
IA-121,Madison County,Iowa,62.9,2.4,117,60.5
IA-123,Mahaska County,Iowa,63.6,3.6,126,60
IA-125,Marion County,Iowa,63.3,2.9,122,60.4
IA-127,Marshall County,Iowa,61.7,3.4,123,58.3
IA-129,Mills County,Iowa,64.2,2.9,122,61.3
IA-131,Mitchell County,Iowa,58.5,3.8,125,54.7
IA-133,Monona County,Iowa,62.4,3.1,121,59.3
IA-135,Monroe County,Iowa,63.9,3.2,123,60.7
IA-137,Montgomery County,Iowa,63.7,2.8,120,60.9
IA-139,Muscatine County,Iowa,62.7,3,125,59.6
IA-141,O&#039;Brien County,Iowa,58.8,2.1,116,56.7
IA-143,Osceola County,Iowa,57.7,1.7,106,56
IA-145,Page County,Iowa,63.9,2.4,114,61.6
IA-147,Palo Alto County,Iowa,58.9,2.7,121,56.2
IA-149,Plymouth County,Iowa,60.1,2.2,112,57.9
IA-151,Pocahontas County,Iowa,59.4,2.2,119,57.2
IA-153,Polk County,Iowa,62.7,2.6,121,60
IA-155,Pottawattamie County,Iowa,63.3,2.8,121,60.6
IA-157,Poweshiek County,Iowa,62.6,3.8,126,58.9
IA-159,Ringgold County,Iowa,63.8,3.2,123,60.6
IA-161,Sac County,Iowa,60.8,3,123,57.8
IA-163,Scott County,Iowa,62.6,3.8,127,58.8
IA-165,Shelby County,Iowa,62.3,3,121,59.3
IA-167,Sioux County,Iowa,58.8,1.4,101,57.4
IA-169,Story County,Iowa,61.8,3.3,123,58.5
IA-171,Tama County,Iowa,61.7,3.6,125,58.1
IA-173,Taylor County,Iowa,63.4,2.7,119,60.7
IA-175,Union County,Iowa,63.2,2.9,121,60.3
IA-177,Van Buren County,Iowa,63.1,2,114,61.1
IA-179,Wapello County,Iowa,63.7,3,124,60.6
IA-181,Warren County,Iowa,63.2,2.3,116,60.9
IA-183,Washington County,Iowa,63,3.2,124,59.8
IA-185,Wayne County,Iowa,63.9,3.2,123,60.7
IA-187,Webster County,Iowa,60.3,2.4,118,57.8
IA-189,Winnebago County,Iowa,57.8,2.8,121,55.1
IA-191,Winneshiek County,Iowa,58.7,3.7,127,55
IA-193,Woodbury County,Iowa,61.3,2.8,117,58.6
IA-195,Worth County,Iowa,58.1,3.4,123,54.7
IA-197,Wright County,Iowa,59.4,2.6,122,56.8
KS-001,Allen County,Kansas,69.2,2.3,115,66.9
KS-003,Anderson County,Kansas,68.7,2.6,118,66.1
KS-005,Atchison County,Kansas,67.3,3.3,123,64
KS-007,Barber County,Kansas,72.2,2.9,118,69.4
KS-009,Barton County,Kansas,69.2,2.6,117,66.6
KS-011,Bourbon County,Kansas,69.7,2.8,120,66.9
KS-013,Brown County,Kansas,66.8,3.5,123,63.3
KS-015,Butler County,Kansas,70.9,3.7,125,67.3
KS-017,Chase County,Kansas,69.5,3.4,122,66.1
KS-019,Chautauqua County,Kansas,71.7,2.7,120,69
KS-021,Cherokee County,Kansas,71.6,3.1,121,68.4
KS-023,Cheyenne County,Kansas,66,1.3,91,64.8
KS-025,Clark County,Kansas,72.2,2.1,111,70.1
KS-027,Clay County,Kansas,68.9,3.2,122,65.7
KS-029,Cloud County,Kansas,69.1,3.9,125,65.1
KS-031,Coffey County,Kansas,69.6,3.3,125,66.3
KS-033,Comanche County,Kansas,72.4,2.6,117,69.8
KS-035,Cowley County,Kansas,71.8,3.3,122,68.5
KS-037,Crawford County,Kansas,70.5,3,121,67.5
KS-039,Decatur County,Kansas,66.9,1.7,99,65.2
KS-041,Dickinson County,Kansas,69.7,3.5,122,66.2
KS-043,Doniphan County,Kansas,67,3.3,122,63.7
KS-045,Douglas County,Kansas,68.7,3.5,125,65.2
KS-047,Edwards County,Kansas,70.5,2.8,116,67.7
KS-049,Elk County,Kansas,70.9,3,120,67.9
KS-051,Ellis County,Kansas,69.6,2.9,116,66.7
KS-053,Ellsworth County,Kansas,70.5,4.2,125,66.3
KS-055,Finney County,Kansas,70.2,2.6,111,67.6
KS-057,Ford County,Kansas,71,2.6,115,68.4
KS-059,Franklin County,Kansas,68.6,3,122,65.6
KS-061,Geary County,Kansas,69.2,3.3,122,65.8
KS-063,Gove County,Kansas,68.4,1.6,99,66.7
KS-065,Graham County,Kansas,68.2,2.1,107,66.1
KS-067,Grant County,Kansas,70.6,1.5,100,69.1
KS-069,Gray County,Kansas,70.8,2.8,114,68
KS-071,Greeley County,Kansas,66.9,1.2,86,65.7
KS-073,Greenwood County,Kansas,70.4,3.3,122,67.1
KS-075,Hamilton County,Kansas,69.5,1.9,99,67.6
KS-077,Harper County,Kansas,71.9,2.3,114,69.6
KS-079,Harvey County,Kansas,70.5,3.2,121,67.3
KS-081,Haskell County,Kansas,70.6,1.9,107,68.6
KS-083,Hodgeman County,Kansas,70.8,2.6,115,68.2
KS-085,Jackson County,Kansas,67.4,3,118,64.4
KS-087,Jefferson County,Kansas,67.9,3.3,123,64.7
KS-089,Jewell County,Kansas,67.7,3.1,122,64.6
KS-091,Johnson County,Kansas,68.4,3.7,127,64.7
KS-093,Kearny County,Kansas,69.7,2.2,102,67.5
KS-095,Kingman County,Kansas,70.9,2.6,120,68.3
KS-097,Kiowa County,Kansas,71.2,2.7,115,68.5
KS-099,Labette County,Kansas,71.2,2.6,119,68.6
KS-101,Lane County,Kansas,69.4,2.3,111,67.1
KS-103,Leavenworth County,Kansas,68.2,3.5,126,64.7
KS-105,Lincoln County,Kansas,70.6,4.5,127,66.1
KS-107,Linn County,Kansas,69.2,3.1,123,66.2
KS-109,Logan County,Kansas,68.1,1.9,100,66.2
KS-111,Lyon County,Kansas,69.9,4.1,126,65.9
KS-113,McPherson County,Kansas,70.2,4,124,66.2
KS-115,Marion County,Kansas,69.7,3.5,122,66.2
KS-117,Marshall County,Kansas,66.9,2.6,117,64.2
KS-119,Meade County,Kansas,71.8,2.2,113,69.6
KS-121,Miami County,Kansas,68.6,3.3,124,65.3
KS-123,Mitchell County,Kansas,68.9,3.3,121,65.6
KS-125,Montgomery County,Kansas,71.4,2.4,117,69
KS-127,Morris County,Kansas,69,3.6,126,65.4
KS-129,Morton County,Kansas,71.1,1.3,99,69.8
KS-131,Nemaha County,Kansas,66.6,2.9,118,63.7
KS-133,Neosho County,Kansas,70.2,2.3,116,67.8
KS-135,Ness County,Kansas,69.7,2,110,67.7
KS-137,Norton County,Kansas,67.3,2.2,103,65.1
KS-139,Osage County,Kansas,69.3,3.8,125,65.5
KS-141,Osborne County,Kansas,68.9,2.5,119,66.4
KS-143,Ottawa County,Kansas,70.1,4.4,127,65.7
KS-145,Pawnee County,Kansas,69.6,2.7,118,67
KS-147,Phillips County,Kansas,67.3,1.6,96,65.7
KS-149,Pottawatomie County,Kansas,67.9,2.9,117,65
KS-151,Pratt County,Kansas,70.4,2.9,118,67.5
KS-153,Rawlins County,Kansas,66.5,1.5,98,65
KS-155,Reno County,Kansas,70.4,2.8,120,67.6
KS-157,Republic County,Kansas,67.7,3.6,124,64.1
KS-159,Rice County,Kansas,69.8,3.1,119,66.7
KS-161,Riley County,Kansas,68.7,3.2,121,65.6
KS-163,Rooks County,Kansas,69.3,2.8,121,66.4
KS-165,Rush County,Kansas,69.5,2.6,115,66.9
KS-167,Russell County,Kansas,70.3,3.5,123,66.7
KS-169,Saline County,Kansas,70.5,4.3,123,66.2
KS-171,Scott County,Kansas,69.1,2.2,110,66.9
KS-173,Sedgwick County,Kansas,71.3,3.1,119,68.2
KS-175,Seward County,Kansas,71.6,1.9,111,69.6
KS-177,Shawnee County,Kansas,69,3.7,125,65.3
KS-179,Sheridan County,Kansas,67.1,1.5,96,65.6
KS-181,Sherman County,Kansas,65.9,1.6,94,64.3
KS-183,Smith County,Kansas,67,1.5,100,65.5
KS-185,Stafford County,Kansas,69.3,2.5,116,66.8
KS-187,Stanton County,Kansas,70.5,1.4,97,69.1
KS-189,Stevens County,Kansas,71.3,1.6,105,69.7
